,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area
125,165475.0,37.0,-120.0,884.0,423970.0,,
126,165475.0,37.0,-120.0,884.0,423970.0,,
127,165475.0,37.0,-120.0,884.0,423970.0,,
128,165475.0,37.0,-120.0,884.0,423970.0,,
129,165475.0,37.0,-120.0,884.0,423970.0,,
130,165475.0,37.0,-120.0,884.0,423970.0,,
131,165475.0,37.0,-120.0,884.0,423970.0,,
132,165475.0,37.0,-120.0,884.0,423970.0,,
133,165475.0,37.0,-120.0,884.0,423970.0,,
134,165475.0,37.0,-120.0,884.0,423970.0,,
135,165475.0,37.0,-120.0,884.0,423970.0,,
136,165475.0,37.0,-120.0,884.0,423970.0,,
137,165475.0,37.0,-120.0,884.0,423970.0,,
138,165475.0,37.0,-120.0,884.0,423970.0,,
139,165475.0,37.0,-120.0,884.0,423970.0,,
140,165475.0,37.0,-120.0,884.0,423970.0,,
141,165475.0,37.0,-120.0,884.0,423970.0,,
142,165475.0,37.0,-120.0,884.0,423970.0,,
143,165475.0,37.0,-120.0,884.0,423970.0,,
144,165475.0,37.0,-120.0,884.0,423970.0,,
145,165475.0,37.0,-120.0,884.0,423970.0,,
146,165475.0,37.0,-120.0,884.0,423970.0,,
147,165475.0,37.0,-120.0,884.0,423970.0,,
148,165475.0,37.0,-120.0,884.0,423970.0,,
149,165475.0,37.0,-120.0,884.0,423970.0,,
150,165475.0,37.0,-120.0,884.0,423970.0,,
151,165475.0,37.0,-120.0,884.0,423970.0,,
152,165475.0,37.0,-120.0,884.0,423970.0,,
153,165475.0,37.0,-120.0,884.0,423970.0,,
154,165475.0,37.0,-120.0,884.0,423970.0,,
155,165475.0,37.0,-120.0,884.0,423970.0,,
156,165475.0,37.0,-120.0,884.0,423970.0,,
157,165475.0,37.0,-120.0,884.0,423970.0,,
158,165475.0,37.0,-120.0,884.0,423970.0,,
159,165475.0,37.0,-120.0,884.0,423970.0,,
160,165475.0,37.0,-120.0,884.0,423970.0,,
161,165475.0,37.0,-120.0,884.0,423970.0,,
162,165475.0,37.0,-120.0,884.0,423970.0,,
163,165475.0,37.0,-120.0,884.0,423970.0,,
164,165475.0,37.0,-120.0,884.0,423970.0,,
165,165475.0,37.0,-120.0,884.0,423970.0,,
166,165475.0,37.0,-120.0,884.0,423970.0,,
167,165475.0,37.0,-120.0,884.0,423970.0,,
168,165475.0,37.0,-120.0,884.0,423970.0,,
169,165475.0,37.0,-120.0,884.0,423970.0,,
170,165475.0,37.0,-120.0,884.0,423970.0,,
171,165475.0,37.0,-120.0,884.0,423970.0,,
172,165475.0,37.0,-120.0,884.0,423970.0,,
173,165475.0,37.0,-120.0,884.0,423970.0,,
174,165475.0,37.0,-120.0,884.0,423970.0,,
175,165475.0,37.0,-120.0,884.0,423970.0,,
176,165475.0,37.0,-120.0,884.0,423970.0,,
177,165475.0,37.0,-120.0,884.0,423970.0,,
178,165475.0,37.0,-120.0,884.0,423970.0,,
179,165475.0,37.0,-120.0,884.0,423970.0,,
180,165475.0,37.0,-120.0,884.0,423970.0,,
181,165475.0,37.0,-120.0,884.0,423970.0,,
182,165475.0,37.0,-120.0,884.0,423970.0,,
183,165475.0,37.0,-120.0,884.0,423970.0,,
184,165475.0,37.0,-120.0,884.0,423970.0,,
185,165475.0,37.0,-120.0,884.0,423970.0,,
186,165475.0,37.0,-120.0,884.0,423970.0,,
187,165475.0,37.0,-120.0,884.0,423970.0,,
188,165475.0,37.0,-120.0,884.0,423970.0,,
189,165475.0,37.0,-120.0,884.0,423970.0,,
190,165475.0,37.0,-120.0,884.0,423970.0,,
191,165475.0,37.0,-120.0,884.0,423970.0,,
192,165475.0,37.0,-120.0,884.0,423970.0,,
193,165475.0,37.0,-120.0,884.0,423970.0,,
194,165475.0,37.0,-120.0,884.0,423970.0,,
195,165475.0,37.0,-120.0,884.0,423970.0,,
196,165475.0,37.0,-120.0,884.0,423970.0,,
197,165475.0,37.0,-120.0,884.0,423970.0,,
198,165475.0,37.0,-120.0,884.0,423970.0,,
199,165475.0,37.0,-120.0,884.0,423970.0,,
200,165475.0,37.0,-120.0,884.0,423970.0,,
201,165475.0,37.0,-120.0,884.0,423970.0,,
202,165475.0,37.0,-120.0,884.0,423970.0,,
203,165475.0,37.0,-120.0,884.0,423970.0,,
204,165475.0,37.0,-120.0,884.0,423970.0,,
205,165475.0,37.0,-120.0,884.0,423970.0,,
206,165475.0,37.0,-120.0,884.0,423970.0,,
207,165475.0,37.0,-120.0,884.0,423970.0,,
208,165475.0,37.0,-120.0,884.0,423970.0,,
209,165475.0,37.0,-120.0,884.0,423970.0,,
210,165475.0,37.0,-120.0,884.0,423970.0,,
211,165475.0,37.0,-120.0,884.0,423970.0,,
212,165475.0,37.0,-120.0,884.0,423970.0,,
213,165475.0,37.0,-120.0,884.0,423970.0,,
214,165475.0,37.0,-120.0,884.0,423970.0,,
215,165475.0,37.0,-120.0,884.0,423970.0,,
216,165475.0,37.0,-120.0,884.0,423970.0,,
217,165475.0,37.0,-120.0,884.0,423970.0,,
218,165475.0,37.0,-120.0,884.0,423970.0,,
219,165475.0,37.0,-120.0,884.0,423970.0,,
220,165475.0,37.0,-120.0,884.0,423970.0,,
221,165475.0,37.0,-120.0,884.0,423970.0,,
222,165475.0,37.0,-120.0,884.0,423970.0,,
223,165475.0,37.0,-120.0,884.0,423970.0,,
224,165475.0,37.0,-120.0,884.0,423970.0,,
225,165475.0,37.0,-120.0,884.0,423970.0,,
226,165475.0,37.0,-120.0,884.0,423970.0,,
227,165475.0,37.0,-120.0,884.0,423970.0,,
228,165475.0,37.0,-120.0,884.0,423970.0,,
229,165475.0,37.0,-120.0,884.0,423970.0,,
230,165475.0,37.0,-120.0,884.0,423970.0,,
231,165475.0,37.0,-120.0,884.0,423970.0,,
232,165475.0,37.0,-120.0,884.0,423970.0,,
233,165475.0,37.0,-120.0,884.0,423970.0,,
234,165475.0,37.0,-120.0,884.0,423970.0,,
235,165475.0,37.0,-120.0,884.0,423970.0,,
236,165475.0,37.0,-120.0,884.0,423970.0,,
237,165475.0,37.0,-120.0,884.0,423970.0,,
238,165475.0,37.0,-120.0,884.0,423970.0,,
239,165475.0,37.0,-120.0,884.0,423970.0,,
240,165475.0,37.0,-120.0,884.0,423970.0,,
241,165475.0,37.0,-120.0,884.0,423970.0,,
242,165475.0,37.0,-120.0,884.0,423970.0,,
243,165475.0,37.0,-120.0,884.0,423970.0,,
244,165475.0,37.0,-120.0,884.0,423970.0,,
245,165475.0,37.0,-120.0,884.0,423970.0,,
246,165475.0,37.0,-120.0,884.0,423970.0,,
247,165475.0,37.0,-120.0,884.0,423970.0,,
248,165475.0,37.0,-120.0,884.0,423970.0,,
249,165475.0,37.0,-120.0,884.0,423970.0,,
250,165475.0,37.0,-120.0,884.0,423970.0,,
251,165475.0,37.0,-120.0,884.0,423970.0,,
252,165475.0,37.0,-120.0,884.0,423970.0,,
253,165475.0,37.0,-120.0,884.0,423970.0,,
254,165475.0,37.0,-120.0,884.0,423970.0,,
255,165475.0,37.0,-120.0,884.0,423970.0,,
256,165475.0,37.0,-120.0,884.0,423970.0,,
257,165475.0,37.0,-120.0,884.0,423970.0,,
258,165475.0,37.0,-120.0,884.0,423970.0,,
259,165475.0,37.0,-120.0,884.0,423970.0,,
260,165475.0,37.0,-120.0,884.0,423970.0,,
261,165475.0,37.0,-120.0,884.0,423970.0,,
262,165475.0,37.0,-120.0,884.0,423970.0,,
263,165475.0,37.0,-120.0,884.0,423970.0,,
264,165475.0,37.0,-120.0,884.0,423970.0,,
265,165475.0,37.0,-120.0,884.0,423970.0,,
266,165475.0,37.0,-120.0,884.0,423970.0,,
267,165475.0,37.0,-120.0,884.0,423970.0,,
268,165475.0,37.0,-120.0,884.0,423970.0,,
269,165475.0,37.0,-120.0,884.0,423970.0,,
270,165475.0,37.0,-120.0,884.0,423970.0,,
271,165475.0,37.0,-120.0,884.0,423970.0,,
272,165475.0,37.0,-120.0,884.0,423970.0,,
273,165475.0,37.0,-120.0,884.0,423970.0,,
274,165475.0,37.0,-120.0,884.0,423970.0,,
275,165475.0,37.0,-120.0,884.0,423970.0,,
276,165475.0,37.0,-120.0,884.0,423970.0,,
277,165475.0,37.0,-120.0,884.0,423970.0,,
278,165475.0,37.0,-120.0,884.0,423970.0,,
279,165475.0,37.0,-120.0,884.0,423970.0,,
280,165475.0,37.0,-120.0,884.0,423970.0,,
281,165475.0,37.0,-120.0,884.0,423970.0,,
282,165475.0,37.0,-120.0,884.0,423970.0,,
283,165475.0,37.0,-120.0,884.0,423970.0,,
284,165475.0,37.0,-120.0,884.0,423970.0,,
285,165475.0,37.0,-120.0,884.0,423970.0,,
286,165475.0,37.0,-120.0,884.0,423970.0,,
287,165475.0,37.0,-120.0,884.0,423970.0,,
288,165475.0,37.0,-120.0,884.0,423970.0,,
289,165475.0,37.0,-120.0,884.0,423970.0,,
290,165475.0,37.0,-120.0,884.0,423970.0,,
291,165475.0,37.0,-120.0,884.0,423970.0,,
292,165475.0,37.0,-120.0,884.0,423970.0,,
293,165475.0,37.0,-120.0,884.0,423970.0,,
294,165475.0,37.0,-120.0,884.0,423970.0,,
295,396499.0,37.65,-121.91,,2127.0,,
296,396499.0,37.65,-121.91,,2127.0,,
297,396499.0,37.65,-121.91,,2127.0,,
298,396499.0,37.65,-121.91,,2127.0,,
299,396499.0,37.65,-121.91,,2127.0,,
300,396499.0,37.65,-121.91,,2127.0,,
301,396499.0,37.65,-121.91,,2127.0,,
302,396499.0,37.65,-121.91,,2127.0,,
303,396499.0,37.65,-121.91,,2127.0,,
304,396499.0,37.65,-121.91,,2127.0,,
305,396499.0,37.65,-121.91,,2127.0,,
306,396499.0,37.65,-121.91,,2127.0,,
307,396499.0,37.65,-121.91,,2127.0,,
308,396499.0,37.65,-121.91,,2127.0,,
309,396499.0,37.65,-121.91,,2127.0,,
310,396499.0,37.65,-121.91,,2127.0,,
311,396499.0,37.65,-121.91,,2127.0,,
312,396499.0,37.65,-121.91,,2127.0,,
313,396499.0,37.65,-121.91,,2127.0,,
314,396499.0,37.65,-121.91,,2127.0,,
315,396499.0,37.65,-121.91,,2127.0,,
316,396499.0,37.65,-121.91,,2127.0,,
317,396499.0,37.65,-121.91,,2127.0,,
318,396499.0,37.65,-121.91,,2127.0,,
319,396499.0,37.65,-121.91,,2127.0,,
320,396499.0,37.65,-121.91,,2127.0,,
321,396499.0,37.65,-121.91,,2127.0,,
322,396499.0,37.65,-121.91,,2127.0,,
323,396499.0,37.65,-121.91,,2127.0,,
324,396499.0,37.65,-121.91,,2127.0,,
325,396499.0,37.65,-121.91,,2127.0,,
326,396499.0,37.65,-121.91,,2127.0,,
327,396499.0,37.65,-121.91,,2127.0,,
328,396499.0,37.65,-121.91,,2127.0,,
329,396499.0,37.65,-121.91,,2127.0,,
330,396499.0,37.65,-121.91,,2127.0,,
331,396499.0,37.65,-121.91,,2127.0,,
332,396499.0,37.65,-121.91,,2127.0,,
333,396499.0,37.65,-121.91,,2127.0,,
334,396499.0,37.65,-121.91,,2127.0,,
335,396499.0,37.65,-121.91,,2127.0,,
336,396499.0,37.65,-121.91,,2127.0,,
337,396499.0,37.65,-121.91,,2127.0,,
338,396499.0,37.65,-121.91,,2127.0,,
339,396499.0,37.65,-121.91,,2127.0,,
340,396499.0,37.65,-121.91,,2127.0,,
341,396499.0,37.65,-121.91,,2127.0,,
342,396499.0,37.65,-121.91,,2127.0,,
343,396499.0,37.65,-121.91,,2127.0,,
344,396499.0,37.65,-121.91,,2127.0,,
345,396499.0,37.65,-121.91,,2127.0,,
346,396499.0,37.65,-121.91,,2127.0,,
347,396499.0,37.65,-121.91,,2127.0,,
348,396499.0,37.65,-121.91,,2127.0,,
349,396499.0,37.65,-121.91,,2127.0,,
350,396499.0,37.65,-121.91,,2127.0,,
351,396499.0,37.65,-121.91,,2127.0,,
352,396499.0,37.65,-121.91,,2127.0,,
353,396499.0,37.65,-121.91,,2127.0,,
354,396499.0,37.65,-121.91,,2127.0,,
355,396499.0,37.65,-121.91,,2127.0,,
356,396499.0,37.65,-121.91,,2127.0,,
357,396499.0,37.65,-121.91,,2127.0,,
358,396499.0,37.65,-121.91,,2127.0,,
359,396499.0,37.65,-121.91,,2127.0,,
360,396499.0,37.65,-121.91,,2127.0,,
361,396499.0,37.65,-121.91,,2127.0,,
362,396499.0,37.65,-121.91,,2127.0,,
363,396499.0,37.65,-121.91,,2127.0,,
364,396499.0,37.65,-121.91,,2127.0,,
365,396499.0,37.65,-121.91,,2127.0,,
366,396499.0,37.65,-121.91,,2127.0,,
367,396499.0,37.65,-121.91,,2127.0,,
368,396499.0,37.65,-121.91,,2127.0,,
369,396499.0,37.65,-121.91,,2127.0,,
370,396499.0,37.65,-121.91,,2127.0,,
371,396499.0,37.65,-121.91,,2127.0,,
372,396499.0,37.65,-121.91,,2127.0,,
373,396499.0,37.65,-121.91,,2127.0,,
374,396499.0,37.65,-121.91,,2127.0,,
375,396499.0,37.65,-121.91,,2127.0,,
376,396499.0,37.65,-121.91,,2127.0,,
377,396499.0,37.65,-121.91,,2127.0,,
378,396499.0,37.65,-121.91,,2127.0,,
379,396499.0,37.65,-121.91,,2127.0,,
380,396499.0,37.65,-121.91,,2127.0,,
381,396499.0,37.65,-121.91,,2127.0,,
382,396499.0,37.65,-121.91,,2127.0,,
383,396499.0,37.65,-121.91,,2127.0,,
384,396499.0,37.65,-121.91,,2127.0,,
385,396499.0,37.65,-121.91,,2127.0,,
386,396499.0,37.65,-121.91,,2127.0,,
387,396499.0,37.65,-121.91,,2127.0,,
388,396499.0,37.65,-121.91,,2127.0,,
389,396499.0,37.65,-121.91,,2127.0,,
390,396499.0,37.65,-121.91,,2127.0,,
391,396499.0,37.65,-121.91,,2127.0,,
392,396499.0,37.65,-121.91,,2127.0,,
393,396499.0,37.65,-121.91,,2127.0,,
394,396499.0,37.65,-121.91,,2127.0,,
395,396499.0,37.65,-121.91,,2127.0,,
396,396499.0,37.65,-121.91,,2127.0,,
397,396499.0,37.65,-121.91,,2127.0,,
398,396499.0,37.65,-121.91,,2127.0,,
399,396499.0,37.65,-121.91,,2127.0,,
400,396499.0,37.65,-121.91,,2127.0,,
401,396499.0,37.65,-121.91,,2127.0,,
402,396499.0,37.65,-121.91,,2127.0,,
403,396499.0,37.65,-121.91,,2127.0,,
404,396499.0,37.65,-121.91,,2127.0,,
405,396499.0,37.65,-121.91,,2127.0,,
406,396499.0,37.65,-121.91,,2127.0,,
407,396499.0,37.65,-121.91,,2127.0,,
408,396499.0,37.65,-121.91,,2127.0,,
409,396499.0,37.65,-121.91,,2127.0,,
410,396499.0,37.65,-121.91,,2127.0,,
411,396499.0,37.65,-121.91,,2127.0,,
412,396499.0,37.65,-121.91,,2127.0,,
413,396499.0,37.65,-121.91,,2127.0,,
414,396499.0,37.65,-121.91,,2127.0,,
415,396499.0,37.65,-121.91,,2127.0,,
416,396499.0,37.65,-121.91,,2127.0,,
417,396499.0,37.65,-121.91,,2127.0,,
418,396499.0,37.65,-121.91,,2127.0,,
419,396499.0,37.65,-121.91,,2127.0,,
420,396499.0,37.65,-121.91,,2127.0,,
421,396499.0,37.65,-121.91,,2127.0,,
422,396499.0,37.65,-121.91,,2127.0,,
423,396499.0,37.65,-121.91,,2127.0,,
424,396499.0,37.65,-121.91,,2127.0,,
425,396499.0,37.65,-121.91,,2127.0,,
426,396499.0,37.65,-121.91,,2127.0,,
427,396499.0,37.65,-121.91,,2127.0,,
428,396499.0,37.65,-121.91,,2127.0,,
429,396499.0,37.65,-121.91,,2127.0,,
430,396499.0,37.65,-121.91,,2127.0,,
431,396499.0,37.65,-121.91,,2127.0,,
432,396499.0,37.65,-121.91,,2127.0,,
433,396499.0,37.65,-121.91,,2127.0,,
434,396499.0,37.65,-121.91,,2127.0,,
435,396499.0,37.65,-121.91,,2127.0,,
436,396499.0,37.65,-121.91,,2127.0,,
437,396499.0,37.65,-121.91,,2127.0,,
438,396499.0,37.65,-121.91,,2127.0,,
439,396499.0,37.65,-121.91,,2127.0,,
440,396499.0,37.65,-121.91,,2127.0,,
441,396499.0,37.65,-121.91,,2127.0,,
442,396499.0,37.65,-121.91,,2127.0,,
443,396499.0,37.65,-121.91,,2127.0,,
444,396499.0,37.65,-121.91,,2127.0,,
445,396499.0,37.65,-121.91,,2127.0,,
446,396499.0,37.65,-121.91,,2127.0,,
447,396499.0,37.65,-121.91,,2127.0,,
448,396499.0,37.65,-121.91,,2127.0,,
449,396499.0,37.65,-121.91,,2127.0,,
450,396499.0,37.65,-121.91,,2127.0,,
451,396499.0,37.65,-121.91,,2127.0,,
452,396499.0,37.65,-121.91,,2127.0,,
453,396499.0,37.65,-121.91,,2127.0,,
454,396499.0,37.65,-121.91,,2127.0,,
455,396499.0,37.65,-121.91,,2127.0,,
456,396499.0,37.65,-121.91,,2127.0,,
457,396499.0,37.65,-121.91,,2127.0,,
458,396499.0,37.65,-121.91,,2127.0,,
459,396499.0,37.65,-121.91,,2127.0,,
460,396499.0,37.65,-121.91,,2127.0,,
461,396499.0,37.65,-121.91,,2127.0,,
462,396499.0,37.65,-121.91,,2127.0,,
463,396499.0,37.65,-121.91,,2127.0,,
464,396499.0,37.65,-121.91,,2127.0,,
465,396499.0,37.65,-121.91,,2127.0,,
466,396499.0,37.65,-121.91,,2127.0,,
467,396499.0,37.65,-121.91,,2127.0,,
468,396499.0,37.65,-121.91,,2127.0,,
469,396499.0,37.65,-121.91,,2127.0,,
470,396499.0,37.65,-121.91,,2127.0,,
471,396499.0,37.65,-121.91,,2127.0,,
472,396499.0,37.65,-121.91,,2127.0,,
473,396499.0,37.65,-121.91,,2127.0,,
474,396499.0,37.65,-121.91,,2127.0,,
475,396499.0,37.65,-121.91,,2127.0,,
476,396499.0,37.65,-121.91,,2127.0,,
477,396499.0,37.65,-121.91,,2127.0,,
478,396499.0,37.65,-121.91,,2127.0,,
479,396499.0,37.65,-121.91,,2127.0,,
480,396499.0,37.65,-121.91,,2127.0,,
481,396499.0,37.65,-121.91,,2127.0,,
482,396499.0,37.65,-121.91,,2127.0,,
483,396499.0,37.65,-121.91,,2127.0,,
484,396499.0,37.65,-121.91,,2127.0,,
485,396499.0,37.65,-121.91,,2127.0,,
486,396499.0,37.65,-121.91,,2127.0,,
487,396499.0,37.65,-121.91,,2127.0,,
488,396499.0,37.65,-121.91,,2127.0,,
489,396499.0,37.65,-121.91,,2127.0,,
490,396499.0,37.65,-121.91,,2127.0,,
491,396499.0,37.65,-121.91,,2127.0,,
492,396499.0,37.65,-121.91,,2127.0,,
493,396499.0,37.65,-121.91,,2127.0,,
494,396499.0,37.65,-121.91,,2127.0,,
495,396499.0,37.65,-121.91,,2127.0,,
496,396499.0,37.65,-121.91,,2127.0,,
497,396499.0,37.65,-121.91,,2127.0,,
498,396499.0,37.65,-121.91,,2127.0,,
499,396499.0,37.65,-121.91,,2127.0,,
500,396499.0,37.65,-121.91,,2127.0,,
501,396499.0,37.65,-121.91,,2127.0,,
502,396499.0,37.65,-121.91,,2127.0,,
503,396499.0,37.65,-121.91,,2127.0,,
504,396499.0,37.65,-121.91,,2127.0,,
505,396499.0,37.65,-121.91,,2127.0,,
506,396499.0,37.65,-121.91,,2127.0,,
507,396499.0,37.65,-121.91,,2127.0,,
508,396499.0,37.65,-121.91,,2127.0,,
509,396499.0,37.65,-121.91,,2127.0,,
510,396499.0,37.65,-121.91,,2127.0,,
511,396499.0,37.65,-121.91,,2127.0,,
512,396499.0,37.65,-121.91,,2127.0,,
513,396499.0,37.65,-121.91,,2127.0,,
514,396499.0,37.65,-121.91,,2127.0,,
515,396499.0,37.65,-121.91,,2127.0,,
516,396499.0,37.65,-121.91,,2127.0,,
517,396499.0,37.65,-121.91,,2127.0,,
518,396499.0,37.65,-121.91,,2127.0,,
519,396499.0,37.65,-121.91,,2127.0,,
520,396499.0,37.65,-121.91,,2127.0,,
521,396499.0,37.65,-121.91,,2127.0,,
522,396499.0,37.65,-121.91,,2127.0,,
523,396499.0,37.65,-121.91,,2127.0,,
524,396499.0,37.65,-121.91,,2127.0,,
525,396499.0,37.65,-121.91,,2127.0,,
526,396499.0,37.65,-121.91,,2127.0,,
527,396499.0,37.65,-121.91,,2127.0,,
528,396499.0,37.65,-121.91,,2127.0,,
529,396499.0,37.65,-121.91,,2127.0,,
530,396499.0,37.65,-121.91,,2127.0,,
531,396499.0,37.65,-121.91,,2127.0,,
532,396499.0,37.65,-121.91,,2127.0,,
533,396499.0,37.65,-121.91,,2127.0,,
534,396499.0,37.65,-121.91,,2127.0,,
535,396499.0,37.65,-121.91,,2127.0,,
536,396499.0,37.65,-121.91,,2127.0,,
537,396499.0,37.65,-121.91,,2127.0,,
538,396499.0,37.65,-121.91,,2127.0,,
539,396499.0,37.65,-121.91,,2127.0,,
540,396499.0,37.65,-121.91,,2127.0,,
541,396499.0,37.65,-121.91,,2127.0,,
542,396499.0,37.65,-121.91,,2127.0,,
